This chart shows expert ratings of over 1700 Chocolate Bars,,,,,,,,,
"Among the criteria are review date, cocoa percent, and the type of cocoa bean in the chocolate bar",,,,,,,,,
Data retrieved from kaggle.com,,,,,,,,,
"CompanyX 
(Maker-if known)","Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent",Column,"Company
Location",Rating,"Bean
Type","Broad Bean
Origin"
Doble & Bignall,"Puerto Cabello, Mantuano",1371,"December, 2014",72%,,U.K.,3.25,Trinitario,Venezuela
Doble & Bignall,Johe,1407,"December, 2014",72%,,united kingdom,3.5,"Criollo, Trinitario",Nicaragua
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,"February, 2009",70%,,U.S.A.,3.75,X ,Hawaii
Dolfin (Belcolade),Africa,304,"April, 2008",88%,,Belgium,3,Forastero,West Africa
Dolfin (Belcolade),Noir,63,"November, 2006",70%,,Belgium,1.5,X ,X 
Domori,Hacienda Victoria,1672,"July, 2015",70%,,Italy,3.75,X ,Ecuador
Domori,Ocumare 77,1672,"July, 2015",70%,,Italy,3.75,Criollo (Ocumare 77),Venezuela
Domori,"IL100, H. San Jose",1109,"May, 2013",100%,,Italy,3,Criollo,Venezuela
Domori,Morogoro,863,"January, 2012",70%,,italy,3.5,X ,Tanzania
Domori,Guasare,863,"January, 2012",70%,,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",693,"October, 2011",70%,,Italy,3.5,Criollo,Venezuela
Domori,"Chuao, Hacienda San Jose",470,"May, 2010",70%,,Italy,3,Trinitario,Venezuela
Domori,"Carupano, H. San Jose",227,"April, 2008",70%,,Italy,3,Trinitario,Venezuela
Domori,Teyuna,272,"April, 2008",70%,,Italy,3,X ,Colombia
Domori,Blend No. 1,272,"April, 2008",78%,,Italy,3.5,Blend,X 
Domori,Ilblend,272,"April, 2008",70%,,italy,3.75,Blend,X 
Domori,Porcelana,111,"June, 2007",70%,,italy,4,Criollo (Porcelana),Venezuela
Domori,"Ocumare 61, Puertomar",129,"June, 2007",75%,,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,Granella,135,"June, 2007",60%,,Italy,3.25,Trinitario,Venezuela
Domori,Madagascar,135,"June, 2007",70%,,Italy,3.5,Trinitario,Madagascar
Domori,Madagared,192,"June, 2007",70%,,italy,3.5,Criollo,Madagascar
Domori,"Java, Javablond",192,"June, 2007",70%,,Italy,3.75,Criollo,Indonesia
Domori,Ecuador,192,"June, 2007",70%,,Italy,4,Forastero (Arriba),Ecuador
Domori,"Ocumare 67, Puertofino",192,"June, 2007",70%,,Italy,4,Criollo (Ocumare 67),Venezuela
Domori,Sur del Lago Classificado,87,"November, 2006",70%,,Italy,3,Trinitario,Venezuela
Domori,Apurimac,87,"November, 2006",70%,,Italy,3.25,Trinitario,Peru
Domori,Carenero Superior,87,"November, 2006",70%,,italy,3.5,Trinitario,Venezuela
Dormouse,Non Pariel Estate,1880,"September, 2016",75%,,U.K.,2.75,Trinitario,Grenada
Dormouse,"Rio Caribe, Batch 7",1672,"July, 2015",70%,,U.K.,2.5,Trinitario,Venezuela
Dormouse,"Colombia, Batch 9",1676,"July, 2015",80%,,U.K.,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar, Batch 8",1676,"July, 2015",77%,,u.k.,2.75,"Criollo, Trinitario",Madagascar
Duffy's,"Rio Dulce, Xoco",1662,"July, 2015",70%,,U.K.,4,Criollo,Guatemala
Duffy's,"Chuno, Xoco",1331,"December, 2014",70%,,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",1331,"December, 2014",76%,,U.K.,3.75,Criollo,Nicaragua
Duffy's,Ocumare,923,"January, 2012",72%,,united kingdom,3.75,X ,Venezuela
Duffy's,"Indio Rojo, Xoco",623,"October, 2011",72%,,U.K.,3.75,Criollo,Honduras
Duffy's,Dominican Republic,661,"October, 2011",65%,,U.K.,3.5,X ,Dominican Republic
Duffy's,"Bocas del Toro, Tierra Oscura",697,"October, 2011",72%,,U.K.,3,X ,Panama
Duffy's,"Nicaliso, Xoco",697,"October, 2011",71%,,U.K.,3.25,Criollo,Nicaragua
Duffy's,Ocumare,765,"October, 2011",71%,,u.k.,3.5,X ,Venezuela
Duffy's,Panama,516,"May, 2010",70%,,U.K.,3.5,X ,Panama
Duffy's,"Corazon del Ecuador, Calceta beans",516,"May, 2010",72%,,U.K.,3.75,X ,Ecuador
Duffy's,Star of Ecuador,523,"May, 2010",70%,,U.K.,2.5,X ,Ecuador
Duffy's,Star of Peru,523,"May, 2010",70%,,united kingdom,3.75,X ,Peru
Dulcinea,Dominican Republic,1506,"July, 2015",70%,,U.S.A.,3.25,X ,Dominican Republic
Durand,Madagascar,841,"January, 2012",82%,, France  ,2.75,Trinitario,Madagascar
Durci,"Maranon, Joya Rara",1626,"July, 2015",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
Durci,"Rio Caribe, Tepui Treasure",1626,"July, 2015",70%,,U.S.A.,3.5,Trinitario,Venezuela
Durci,Taino Secret,1630,"July, 2015",70%,,U.S.A.,3.25,X ,Domincan Republic
Durci,"Carenero, Empyrean Sabor",1630,"July, 2015",70%,,U.S..,3.25,Trinitario,Venezuela
Durci,Corona Arriba,1630,"July, 2015",70%,,U.S.A.,4,X ,Ecuador
East Van Roasters,Peru,1343,"December, 2014",70%,,Canada,3.25,X ,Peru
East Van Roasters,Madagascar,1343,"December, 2014",70%,,Canada,3.5,Trinitario,Madagascar
East Van Roasters,Dominican Republic,1343,"December, 2014",70%,,Canada,3.75,X ,Dominican Republic
Eau de Rose,Tumaco,1812,"September, 2016",70%,,Canada,3.25,X ,Colombia
Eau de Rose,Arauca,1812,"September, 2016",70%,,Canada,3.25,X ,Colombia
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,"January, 2012",72%,,U.S.A.,2.75,Forastero (Nacional),Peru
Edelmond,Porcelana,1876,"September, 2016",68%,,Germany ,3,Criollo,Venezuela
El Ceibo,"Alto Beni, Covendo Region",709,"October, 2011",75%,,Bolivia,3.75,X ,Bolivia
El Ceibo,Alto Beni,252,"April, 2008",71%,,Bolivia,2.75,X ,Bolivia
El Rey,San Joaquin,1662,"July, 2015",70%,,Venezuela,3.75,X ,Venezuela
El Rey,"Rio Caribe, Cariaco",439,"February, 2009",60.50%,,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",439,"February, 2009",70%,,Venezuela,3,Trinitario,Venezuela
El Rey,"Carenero Superior, Apamate",206,"April, 2008",74%,,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",206,"April, 2008",58%,,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",206,"April, 2008",61%,,Venezuela,3,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",32,"November, 2006",70%,,Venezuela,2.75,Criollo,Venezuela
Emerald Estate,Emerald Estate,1137,"May, 2013",60%,,St. Lucia,2.75,X ,St. Lucia
Emerald Estate,Emerald Estate,1137,"May, 2013",70%,,St. Lucia,3.25,X ,St. Lucia
Emily's,Patanemo,1450,"July, 2015",79%,,Japan,3,X ,Venezuela
Emily's,Peru,1454,"July, 2015",78%,,Japan,3.5,Criollo,Peru
ENNA,"Wampusirpi, batch 007",1916,"September, 2016",75%,,U.S.A.,3.25,X ,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,"May, 2010",80%,,        Spain    ,3.25,Forastero,Sao Tome & Principe
Erithaj (A. Morin),Ben Tre,1205,"December, 2014",70%,, France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,1209,"December, 2014",80%,, France,3,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,1209,"December, 2014",74%,, France,3.25,Trinitario,Vietnam
Escazu,Rio Caribe,903,"January, 2012",70%,,U.S.A.,2.75,Trinitario,Venezuela
Escazu,Guapiles,414,"February, 2009",65%,,U.S.A.,2,X ,Costa Rica
Escazu,Carenero Superior,423,"February, 2009",81%,,U.S.A.,3.5,Criollo,Venezuela
Escazu,"Carenero, Guapiles, Ocumare blend",431,"February, 2009",74%,,U.S.A.,2.75,X ,"Cost Rica, Ven"
Escazu,Ocumare,252,"April, 2008",72%,,U.S.A.,3,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru, Madagascar",666,"October, 2011",55%,,U.S.A.,2.5,X ,"Peru, Madagascar"
Ethel's Artisan (Mars),Trinidad,666,"October, 2011",55%,,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,666,"October, 2011",70%,,U.S.A.,2.5,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Red Vanilla,666,"October, 2011",62%,,U.S.A.,2.75,X ,X 
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,"October, 2011",62%,,U.S.A.,2.5,X ,"Venezuela, Trinidad"
Ethereal,Belize,1275,"December, 2014",80%,,usa.,3,Trinitario,Belize
Ethereal,Ecuador,1275,"December, 2014",80%,,U.S.A.,3.5,X ,Ecuador
Ethereal,Dominican Republic,1275,"December, 2014",80%,,U.S.A.,3.75,X ,Dominican Republic
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,"May, 2010",75%,,U.S.A.,2.75,X ,Brazil
Feitoria Cacao,Blue Mountain,1732,"September, 2016",76%,,Portugal,3,X ,Jamaica
Feitoria Cacao,Cuyagua,1736,"September, 2016",76%,,Portugal,2.5,X ,Venezuela
Feitoria Cacao,Maya Mountain,1736,"September, 2016",76%,,Portugal,2.75,Trinitario,Belize
Felchlin,Grenada,494,"May, 2010",58%,,Switzerland,3.5,Trinitario,Grenada
Felchlin,Supremo- SF,105,"November, 2006",62%,,Switzerland,2,X ,X 
Felchlin,Elvesia P.,105,"November, 2006",74%,,Switzerland,3,"Trinitario, Criollo",Dominican Republic
Felchlin,"Madagascar, Grand Cru",48,"November, 2006",64%,,Switzerland,3,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,48,"November, 2006",65%,,Switzerland,3,Criollo,Venezuela
Felchlin,Arriba,48,"November, 2006",72%,,Switzerland,3.5,Forastero (Arriba),Ecuador
Felchlin,"Alto Beni, Cru Savage",56,"November, 2006",68%,,Switzerland,4,Criollo (Wild),Bolivia
Finca,Puerto Rico,1283,"December, 2014",65%,,U.S.A.,2.25,X ,Puerto Rico
Finca,Dominican Republic,1283,"December, 2014",80%,,U.S.A.,3,X ,Dominican Republic
Finca,Dominican Republic,1283,"December, 2014",70%,,U.S.A.,3.25,X ,Dominican Republic
Finca,Dominican Republic,1287,"December, 2014",85%,,U.S.A.,2.5,X ,Dominican Republic
Forever Cacao,Rio Eni,1267,"December, 2014",72%,,U.K.,2.75,Criollo,Peru
Forteza (Cortes),Dominican Republic,1776,"September, 2016",70%,,Puerto Rico,2.75,X ,Domincan Republic
Forteza (Cortes),Puerto Rico,1776,"September, 2016",80%,,Puerto Rico,2.75,X ,Domincan Republic
Fossa,"Akesson's E., Sambirano V.",1772,"September, 2016",70%,,Singapore,2.75,X ,Madagascar
Fossa,"Camino Verde P., Balao, Guayas",1776,"September, 2016",75%,,Singapore,3.5,X ,Ecuador
Fossa,"Kokoa Kamili Coop, Kilombero",1776,"September, 2016",67%,,Singapore,3.75,Trinitario,Tanzania
 Franceschi,Choroni,1355,"December, 2014",70%,,Venezuela,3.5,X ,Venezuela
 Franceschi,Ocumare,1355,"December, 2014",70%,,Venezuela,3.75,X ,Venezuela
 Franceschi,Canoabo,911,"January, 2012",70%,,Venezuela,3.75,X ,Venezuela
 Franceschi,Sur del Lago,915,"January, 2012",60%,,Venezuela,3.5,X ,Venezuela
Frederic Blondeel,Costa Rica,1538,"July, 2015",70%,,Belgium,3.5,X ,Costa Rica
Frederic Blondeel,Peru Brutus,1538,"July, 2015",75%,,Belgium,3.5,X ,Peru
Frederic Blondeel,Vietnam,1542,"July, 2015",80%,,Belgium,3,Trinitario,Vietnam
Frederic Blondeel,Ghana,1351,"December, 2014",60%,,Belgium,3.5,Forastero,Ghana
Frederic Blondeel,Madagascar,1351,"December, 2014",65%,,Belgium,3.5,Trinitario,Madagascar
French Broad,"Norandino, batch 161208",1940,"March, 2017",70%,,U.S.A.,3.5,X ,Peru
French Broad,Guatemala,1634,"July, 2015",73%,,U.S.A.,3.5,X ,Guatemala
French Broad,San Andres,1209,"December, 2014",80%,,U.S.A.,3,X ,Costa Rica
French Broad,Matagalpa,1295,"December, 2014",68%,,U.S.A.,3.25,X ,Nicaragua
French Broad,"Palo Blanco, Chulucanas",1042,"May, 2013",66%,,U.S.A.,3.5,X ,Peru
French Broad,Tumbes Coop,883,"January, 2012",70%,,U.S.A.,2.5,Criollo,Peru
French Broad,"Palo Blanco, Chulucanas",883,"January, 2012",61%,,U.S.A.,3.5,X ,Peru
French Broad,"Palo Blanco w/ panela, Chulucanas",887,"January, 2012",81%,,U.S.A.,2,X ,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",781,"October, 2011",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
French Broad,La Red,785,"October, 2011",65%,,U.S.A.,3.5,X ,Dominican Republic
Fresco,"Maranon, #228, MR, SC",1383,"December, 2014",70%,,U.S.A.,3,Forastero (Nacional),Peru
Fresco,"Maranon, #227, LR, MC",1383,"December, 2014",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #229, MR, LC",1383,"December, 2014",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon, #230, DR, LC",1387,"December, 2014",70%,,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Conacado, #223, MR, SC",1030,"May, 2013",72%,,usa.,3.25,X ,Dominican Republic
Fresco,"Conacado, #224, MR, MC",1081,"May, 2013",72%,,U.S.A.,3.75,X ,Dominican Republic
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,"May, 2013",70%,,U.S.A.,3.75,X ,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,"May, 2013",70%,,U.S.A.,4,Trinitario,Peru
Fresco,"Markham Valley, #219, LR, MC",899,"January, 2012",69%,,U.S.A.,3.5,X ,Papua New Guinea
Fresco,"Markham Valley, #221, DR, MC",899,"January, 2012",69%,,U.S.A.,3.5,X ,Papua New Guinea
Fresco,"Sambirano Valley, #216, MR, LC",915,"January, 2012",74%,,U.S.A.,4,Trinitario,Madagascar
Fresco,"Markham Valley, #220, MR, MC",927,"January, 2012",69%,,U.S.A.,4,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",931,"January, 2012",69%,,U.S.A.,3,Trinitario,Papua New Guinea
Fresco,"Ghana, #211, MR, MC",636,"October, 2011",74%,,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica, #209, DR, SC",642,"October, 2011",70%,,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado, #212, LR, SC",642,"October, 2011",72%,,U.S.A.,3.5,X ,Dominican Republic
Fresco,"Jamaica, #210, DR, MC",642,"October, 2011",70%,,usa.,3.5,Trinitario,Jamaica
Fresco,"Sambirano Valley, #214, LR, MC",682,"October, 2011",74%,,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado, #213, DR, -C",682,"October, 2011",72%,,U.S.A.,3.25,X ,Dominican Republic
Fresco,"Sambirano Valley, #215, MR, MC",688,"October, 2011",74%,,U.S.A.,3,Trinitario,Madagascar
Fresco,"Chuao, #218, MR, MC",745,"October, 2011",76%,,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",745,"October, 2011",70%,,U.S.A.,4,Trinitario,Venezuela
Fresco,"Jamaica, #204, DR, SC",370,"February, 2009",80%,,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica, #206, DR, LC",370,"February, 2009",70%,,U.S.A.,3,Trinitario,Jamaica
Fresco,"Jamaica, #205, DR, MC",370,"February, 2009",70%,,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior, #203, MR, SC",370,"February, 2009",65%,,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso, Bad Fermentation",1912,"September, 2016",70%,,Denmark,3.5,X ,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,"July, 2015",60%,,Denmark,3,X ,Nicaragua
Friis Holm (Bonnat),La Dalia,1680,"July, 2015",85%,,Denmark,3.25,X ,Nicaragua
Friis Holm (Bonnat),La Dalia,1259,"December, 2014",70%,,Denmark,3.5,X ,Nicaragua
Friis Holm (Bonnat),"Barba, Xoco",1034,"May, 2013",70%,,Denmark,3.25,X ,Nicaragua
Friis Holm (Bonnat),"Medagla, Xoco",1034,"May, 2013",70%,,Denmark,3.5,X ,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,"January, 2012",70%,,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan, Xoco",899,"January, 2012",70%,,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,"January, 2012",70%,,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso, Xoco",923,"January, 2012",70%,,Denmark,3.75,X ,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",623,"October, 2011",70%,,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",623,"October, 2011",70%,,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",623,"October, 2011",70%,,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian, Batch 2",1780,"September, 2016",74%,,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus, Heirloom, Batch 1",1780,"September, 2016",74%,,U.S.A.,4,Amazon mix,Costa Rica
Fruition,Gran Couva,1347,"December, 2014",70%,,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,1359,"December, 2014",76%,,U.S.A.,3,Forastero (Nacional),Peru
Fruition,La Red,1046,"May, 2013",70%,,U.S.A.,3.75,X ,Dominican Republic
Fruition,Camino Verde,1185,"May, 2013",75%,,U.S.A.,3,X ,Ecuador
Fruition,Peru,863,"January, 2012",70%,,U.S.A.,2.5,X ,Peru
Fruition,Signature Blend,753,"October, 2011",66%,,U.S..,3.25,Trinitario,Costa Rica
Fruition,Costa Rica,781,"October, 2011",70%,,U.S..,3,X ,Costa Rica
Garden Island,"Kaua'I, Alea Estate +world",1367,"December, 2014",85%,,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P.,1642,"July, 2015",65%,,Germany ,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,1642,"July, 2015",70%,,Germany ,4,Forastero,Ghana
Georgia Ramon,Conacado Coop,1646,"July, 2015",70%,,Germany ,3.5,Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,1646,"July, 2015",80%,,Germany ,3.5,Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,1646,"July, 2015",75%,,Germany ,3.5,Trinitario,Madagascar
Glennmade,"Toledo District, July, 2015 Harvest",1848,"September, 2016",70%,,U.S.A.,3.5,X ,Belize
Glennmade,Bahia,1672,"July, 2015",66%,,U.S.A.,3,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca, batch 1004",1924,"September, 2016",77%,,U.S.A.,2.75,X ,Mexico
Goodnow Farms,"El Carmen, batch 1003",1924,"September, 2016",77%,,U.S.A.,3.25,X ,Nicaragua
Goodnow Farms,"Asochivite, batch 1005",1924,"September, 2016",77%,,usa.,3.25,X ,Guatemala
Grand Place,"Ben Tre, Dong Nai",741,"October, 2011",72%,,Vietnam,3,Trinitario,Vietnam
Green & Black's (ICAM),Dark,15,"November, 2006",70%,,U.K.,2.5,X ,X 
Green Bean to Bar,Madagascar,1896,"September, 2016",70%,,Japan,3.5,X ,Madagascar
Grenada Chocolate Co.,Grenada,494,"May, 2010",82%,,Grenada,3.25,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,363,"February, 2009",60%,,Grenada,2.75,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,241,"April, 2008",71%,,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,355,"February, 2009",64%,,Italy,3,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,355,"February, 2009",64%,,Italy,3,Forastero,Ghana
Guido Castagna,Trinidad & Tobago,355,"February, 2009",64%,,Italy,3,X ,"Trinidad, Tobago"
Guido Castagna,Lacri Blend,355,"February, 2009",76%,,Italy,3,X ,Venezuela
Guido Castagna,Blend,355,"February, 2009",64%,,Italy,3.25,X ,"Ven, Trinidad, Ecuador"
Guittard,"Epique, Blend No. 49",1602,"July, 2015",70%,,U.S.A.,3.75,X ,X 
Guittard,Haiti,1053,"May, 2013",65%,,U.S.A.,2.75,X ,Haiti
Guittard,Nicaragua,1053,"May, 2013",65%,,U.S.A.,2.75,X ,Nicaragua
Guittard,Jamaica,1053,"May, 2013",65%,,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,1053,"May, 2013",65%,,U.S.A.,3.5,X ,Ecuador
Guittard,Coucher du Soleil,654,"October, 2011",72%,,U.S.A.,2.75,X ,X 
Guittard,Lever du Soleil,654,"October, 2011",61%,,U.S.A.,3.25,X ,X 
Guittard,Onyx,654,"October, 2011",72%,,U.S.A.,3.25,X ,X 
Guittard,Trinidad,552,"May, 2010",65%,,U.S.A.,3,Trinitario,Trinidad
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,"February, 2009",55%,,U.S.A.,3,X ,Hawaii
Guittard,Nocturne,387,"February, 2009",91%,,U.S..,3,X ,X 
Guittard,Complexite,387,"February, 2009",70%,,U.S.A.,3.5,Blend,X 
Guittard,Machu Pichu,259,"April, 2008",65%,,U.S.A.,3,X ,Peru
Guittard,Special Maker Reserve,276,"April, 2008",64%,,U.S.A.,3,X ,X 
Guittard,Ocumare,276,"April, 2008",65%,,U.S.A.,3.5,X ,Venezuela
Guittard,Quetzalcoatl,147,"June, 2007",72%,,U.S.A.,3.5,Blend,X 
Guittard,Chucuri,15,"November, 2006",65%,,U.S.A.,3,Trinitario,Colombia
Guittard,Sur del Lago,87,"November, 2006",65%,,U.S.A.,2.5,"Trinitario, Criollo",Venezuela
Guittard,"Sambirano, Ambanja",87,"November, 2006",65%,,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios, Quevedo",93,"November, 2006",65%,,U.S.A.,3.5,Forastero (Arriba),Ecuador
Guittard,Tsaranta,93,"November, 2006",61%,,U.S..,3.5,Blend,X 
Guittard,Semisweet,99,"November, 2006",61%,,U.S.A.,3,Blend,X 
Habitual,Papua New Guinea,1197,"December, 2014",80%,,Canada,2.75,X ,Papua New Guinea
Habitual,Campesino w/ nibs,1197,"December, 2014",74%,,canada,2.75,X ,X 
Habitual,Dominican Republic,1197,"December, 2014",75%,,Canada,3.25,X ,Dominican Republic
Habitual,Trinitario,1197,"December, 2014",70%,,Canada,3.5,Trinitario,X 
Habitual,Downtown London,1201,"December, 2014",65%,,Canada,2.75,X ,X 
Habitual,Africa meets Latina,1201,"December, 2014",70%,,Canada,3,X ,X 
Habitual,Amazonas,1201,"December, 2014",80%,,Canada,3,X ,X 
Habitual,Sharkey,1201,"December, 2014",66%,,canada,3.25,X ,Hawaii
Habitual,one hundred,1205,"December, 2014",100%,,Canada,2,X ,X 
Hachez,Arriba,166,"June, 2007",77%,,Germany ,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,"December, 2014",55%,,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,"December, 2014",70%,,Ecuador,3,Trinitario,Ecuador
Haigh,South America and Africa,701,"October, 2011",70%,,Australia,3,X ,"South America, Africa"
Harper Macaw,"Vale do Juliana, w/ nibs",1808,"September, 2016",85%,,U.S.A.,3.25,X ,Brazil
Harper Macaw,Brazil Blend,1696,"July, 2015",67%,,U.S.A.,3,X ,Brazil
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,"July, 2015",77%,,U.S.A.,3.5,X ,Brazil
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,"July, 2015",74%,,U.S.A.,3.5,X ,Brazil
Heilemann,Peru,1876,"September, 2016",64%,,Germany ,2.75,X ,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., July, 2015",1748,"September, 2016",70%,,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, July, 2015",1748,"September, 2016",74%,,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, December, 2014",1239,"December, 2014",67%,,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, December, 2014",1243,"December, 2014",67%,,U.S.A.,3,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, December, 2014",1243,"December, 2014",67%,,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., December, 2014",1243,"December, 2014",67%,,usa.,3.75,X ,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., July, 2015",1744,"September, 2016",72%,,U.S.A.,3.5,X ,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, July, 2015",1744,"September, 2016",70%,,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., July, 2015",1748,"September, 2016",77%,,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, July, 2015",1744,"September, 2016",68%,,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, July, 2015",1744,"September, 2016",72%,,U.S.A.,4,Beniano,Bolivia
hello cocoa,Uganda,1458,"July, 2015",57%,,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,1462,"July, 2015",74%,,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,1546,"July, 2015",70%,,U.S.A.,2.75,X ,Tanzania
hexx,Madagascar,1546,"July, 2015",74%,,U.S.A.,3,Trinitario,Madagascar
hexx,Venezuela,1546,"July, 2015",70%,,U.S.A.,3,X ,Venezuela
hexx,Ecuador,1550,"July, 2015",73%,,U.S.A.,3.25,X ,Ecuador
hexx,Peru,1550,"July, 2015",70%,,U.S.A.,3.25,X ,Peru
Hogarth,Akesson's Estate,1712,"September, 2016",70%,,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,1712,"September, 2016",72%,,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,1712,"September, 2016",75%,,New Zealand,3.25,Trinitario,Domincan Republic
Hogarth,Gran Blanco,1712,"September, 2016",66%,,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,414,"February, 2009",80%,,Ecuador,2,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,414,"February, 2009",80%,,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414,"February, 2009",72%,,Ecuador,3,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,414,"February, 2009",58%,,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
